run_id,phase,task,expl_mode,seed,steps,ckpt_policy,logdir,status,su,notes,axis,paired_seed_set
pilot_p2e_cup_seed1,pilot,dmc_cup_catch,expl_p2e,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_p2e_cup_seed1,RUNNING,,,d0,
pilot_apt_cup_seed1,pilot,dmc_cup_catch,expl_apt,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_apt_cup_seed1,RUNNING,,,d0,
pilot_random_cup_seed1,pilot,dmc_cup_catch,expl_random,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_random_cup_seed1,RUNNING,,,d0,
pilot_goal_cup_seed1,pilot,dmc_cup_catch,goal,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_goal_cup_seed1,RUNNING,,,d0,
pilot_p2e_finger_seed1,pilot,dmc_finger_turn_hard,expl_p2e,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_p2e_finger_seed1,RUNNING,,,d0,
pilot_apt_finger_seed1,pilot,dmc_finger_turn_hard,expl_apt,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_apt_finger_seed1,RUNNING,,,d0,
pilot_goal_finger_seed1,pilot,dmc_finger_turn_hard,goal,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_goal_finger_seed1,RUNNING,,,d0,
pilot_random_finger_seed1,pilot,dmc_finger_turn_hard,expl_random,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_random_finger_seed1,RUNNING,,,d0,
pilot_p2e_reacher_seed1,pilot,dmc_reacher_hard,expl_p2e,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_p2e_reacher_seed1,RUNNING,,,d0,
pilot_apt_reacher_seed1,pilot,dmc_reacher_hard,expl_apt,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_apt_reacher_seed1,RUNNING,,,d0,
pilot_random_reacher_seed1,pilot,dmc_reacher_hard,expl_random,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_random_reacher_seed1,RUNNING,,,d0,
pilot_goal_reacher_seed1,pilot,dmc_reacher_hard,goal,1,1e5,replay_kept,/scratch/midway3/rickybao/dreamerv3_runs/pilot_goal_reacher_seed1,RUNNING,,,d0,
pretrain_p2e_walker_seed1,pretrain,dmc_walker_walk,expl_p2e,1,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_walker_seed1,DONE,,,,
pretrain_p2e_walker_seed2,pretrain,dmc_walker_walk,expl_p2e,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_walker_seed2,DONE,,,,
pretrain_p2e_walker_seed3,pretrain,dmc_walker_walk,expl_p2e,3,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_walker_seed3,DONE,,,,
pretrain_p2e_walker_seed4,pretrain,dmc_walker_walk,expl_p2e,4,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_walker_seed4,DONE,,,,
pretrain_p2e_walker_seed5,pretrain,dmc_walker_walk,expl_p2e,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_walker_seed5,DONE,,,,
pretrain_apt_walker_seed1,pretrain,dmc_walker_walk,expl_apt,1,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed1,DONE,,,,
pretrain_apt_walker_seed3,pretrain,dmc_walker_walk,expl_apt,3,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed3,DONE,,,,
pretrain_apt_walker_seed2,pretrain,dmc_walker_walk,expl_apt,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed2,DONE,,,,
pretrain_apt_walker_seed4,pretrain,dmc_walker_walk,expl_apt,4,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed4,DONE,,,,
pretrain_apt_walker_seed5,pretrain,dmc_walker_walk,expl_apt,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed5,DONE,,,,
pretrain_random_walker_seed1,pretrain,dmc_walker_walk,expl_random,1,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_walker_seed1,DONE,,,,
pretrain_random_walker_seed2,pretrain,dmc_walker_walk,expl_random,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_walker_seed2,DONE,,,,
pretrain_random_walker_seed5,pretrain,dmc_walker_walk,expl_random,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_walker_seed5,DONE,,,,
pretrain_p2e_cup_seed3,pretrain,dmc_cup_catch,expl_p2e,3,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_cup_seed3,DONE,,,,
pretrain_apt_cup_seed1,pretrain,dmc_cup_catch,expl_apt,1,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed1,DONE,,,,
pretrain_apt_cup_seed4,pretrain,dmc_cup_catch,expl_apt,4,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed4,DONE,,,,
pretrain_random_cup_seed2,pretrain,dmc_cup_catch,expl_random,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_cup_seed2,DONE,,,,
pretrain_p2e_cup_seed1,pretrain,dmc_cup_catch,expl_p2e,1,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_cup_seed1,DONE,,,,
pretrain_random_cup_seed5,pretrain,dmc_cup_catch,expl_random,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_cup_seed5,DONE,,,,
pretrain_random_cup_seed3,pretrain,dmc_cup_catch,expl_random,3,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_cup_seed3,DONE,,,,
pretrain_p2e_cup_seed4,pretrain,dmc_cup_catch,expl_p2e,4,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_cup_seed4,DONE,,,,
pretrain_p2e_finger_seed1,pretrain,dmc_finger_turn_hard,expl_p2e,1,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_finger_seed1,DONE,,,,
pretrain_random_cup_seed4,pretrain,dmc_cup_catch,expl_random,4,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_cup_seed4,DONE,,,,
pretrain_p2e_cup_seed2,pretrain,dmc_cup_catch,expl_p2e,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_cup_seed2,DONE,,,,
pretrain_p2e_cup_seed5,pretrain,dmc_cup_catch,expl_p2e,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_cup_seed5,DONE,,,,
pretrain_p2e_finger_seed2,pretrain,dmc_finger_turn_hard,expl_p2e,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_finger_seed2,DONE,,,,
pretrain_p2e_finger_seed3,pretrain,dmc_finger_turn_hard,expl_p2e,3,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_finger_seed3,DONE,,,,
pretrain_apt_cup_seed2,pretrain,dmc_cup_catch,expl_apt,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed2,DONE,,,,
pretrain_random_walker_seed3,pretrain,dmc_walker_walk,expl_random,3,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_walker_seed3,DONE,,,,
pretrain_apt_cup_seed5,pretrain,dmc_cup_catch,expl_apt,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed5,DONE,,,,
pretrain_random_walker_seed4,pretrain,dmc_walker_walk,expl_random,4,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_walker_seed4,DONE,,,,
pretrain_p2e_finger_seed4,pretrain,dmc_finger_turn_hard,expl_p2e,4,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_finger_seed4,DONE,,,,
pretrain_apt_finger_seed5,pretrain,dmc_finger_turn_hard,expl_apt,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed5,DONE,,,,
pretrain_apt_walker_seed4,pretrain,dmc_walker_walk,expl_apt,4,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed4,DONE,,,,
pretrain_p2e_walker_seed5,pretrain,dmc_walker_walk,expl_p2e,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_walker_seed5,DONE,,,,
pretrain_random_finger_seed3,pretrain,dmc_finger_turn_hard,expl_random,3,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_finger_seed3,DONE,,,,
pretrain_apt_walker_seed2,pretrain,dmc_walker_walk,expl_apt,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed2,DONE,,,,
pretrain_apt_walker_seed1,pretrain,dmc_walker_walk,expl_apt,1,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed1,DONE,,,,
pretrain_apt_finger_seed1,pretrain,dmc_finger_turn_hard,expl_apt,1,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed1,DONE,,,,
pretrain_apt_finger_seed2,pretrain,dmc_finger_turn_hard,expl_apt,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed2,DONE,,,,
pretrain_apt_finger_seed4,pretrain,dmc_finger_turn_hard,expl_apt,4,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed4,DONE,,,,
pretrain_random_finger_seed4,pretrain,dmc_finger_turn_hard,expl_random,4,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_finger_seed4,DONE,,,,
pretrain_p2e_finger_seed5,pretrain,dmc_finger_turn_hard,expl_p2e,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_finger_seed5,DONE,,,,
pretrain_random_finger_seed5,pretrain,dmc_finger_turn_hard,expl_random,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_finger_seed5,DONE,,,,
pretrain_apt_walker_seed5,pretrain,dmc_walker_walk,expl_apt,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed5,DONE,,,,
pretrain_apt_walker_seed3,pretrain,dmc_walker_walk,expl_apt,3,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed3,DONE,,,,
pretrain_apt_cup_seed2,pretrain,dmc_cup_catch,expl_apt,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed2,DONE,,,,
pretrain_random_cup_seed1,pretrain,dmc_cup_catch,expl_random,1,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_cup_seed1,DONE,,,,
pretrain_apt_cup_seed3,pretrain,dmc_cup_catch,expl_apt,3,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed3,DONE,,,,
pretrain_apt_cup_seed5,pretrain,dmc_cup_catch,expl_apt,5,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed5,DONE,,,,
pretrain_random_finger_seed1,pretrain,dmc_finger_turn_hard,expl_random,1,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_finger_seed1,DONE,,,,
pretrain_apt_finger_seed3,pretrain,dmc_finger_turn_hard,expl_apt,3,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed3,DONE,,,,
pretrain_apt_finger_seed2,pretrain,dmc_finger_turn_hard,expl_apt,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed2,DONE,,,,
pretrain_random_finger_seed2,pretrain,dmc_finger_turn,expl_random,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_finger_seed2,FAILED,,,,
pretrain_random_finger_seed2,pretrain,dmc_finger_turn,expl_random,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_finger_seed2,FAILED,,,,
pretrain_random_finger_seed2,pretrain,dmc_finger_turn_hard,expl_random,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_finger_seed2,DONE,,,,
adapt_apt_cup_seed1_ckpt50000,adapt,dmc_cup_catch,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed1/ckpt_snapshots/step000000049952,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed1_ckpt50000,DONE,,,,
adapt_apt_cup_seed1_ckpt300000,adapt,dmc_cup_catch,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed1/ckpt_snapshots/step000000299904,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed1_ckpt300000,DONE,,,,
adapt_apt_cup_seed1_ckpt100000,adapt,dmc_cup_catch,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed1/ckpt_snapshots/step000000099600,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed1_ckpt100000,DONE,,,,
adapt_apt_cup_seed2_ckpt50000,adapt,dmc_cup_catch,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed2/ckpt_snapshots/step000000050080,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed2_ckpt50000,RUNNING,,,,
adapt_apt_cup_seed1_ckpt100000,adapt,dmc_cup_catch,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed1/ckpt_snapshots/step000000099600,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed1_ckpt100000,DONE,,,,
adapt_apt_cup_seed2_ckpt100000,adapt,dmc_cup_catch,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed2/ckpt_snapshots/step000000099968,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed2_ckpt100000,DONE,,,,
adapt_apt_cup_seed3_ckpt100000,adapt,dmc_cup_catch,frozen_readout,3,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed3/ckpt_snapshots/step000000099072,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed3_ckpt100000,DONE,,,,
adapt_apt_cup_seed4_ckpt100000,adapt,dmc_cup_catch,frozen_readout,4,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed4/ckpt_snapshots/step000000100320,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed4_ckpt100000,DONE,,,,
adapt_apt_cup_seed1_ckpt200000,adapt,dmc_cup_catch,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed1/ckpt_snapshots/step000000200608,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed1_ckpt200000,DONE,,,,
adapt_apt_cup_seed3_ckpt200000,adapt,dmc_cup_catch,frozen_readout,3,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed3/ckpt_snapshots/step000000200896,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed3_ckpt200000,DONE,,,,
adapt_apt_cup_seed2_ckpt200000,adapt,dmc_cup_catch,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed2/ckpt_snapshots/step000000200976,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed2_ckpt200000,DONE,,,,
adapt_apt_cup_seed4_ckpt200000,adapt,dmc_cup_catch,frozen_readout,4,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed4/ckpt_snapshots/step000000200160,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed4_ckpt200000,DONE,,,,
adapt_apt_cup_seed1_ckpt300000,adapt,dmc_cup_catch,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed1/ckpt_snapshots/step000000299904,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed1_ckpt300000,DONE,,,,
adapt_apt_finger_seed1_ckpt100000,adapt,dmc_finger_turn_hard,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed1/ckpt_snapshots/step000000099072,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_finger_seed1_ckpt100000,DONE,,,,
adapt_apt_cup_seed3_ckpt300000,adapt,dmc_cup_catch,frozen_readout,3,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed3/ckpt_snapshots/step000000300352,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed3_ckpt300000,DONE,,,,
adapt_apt_cup_seed2_ckpt300000,adapt,dmc_cup_catch,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed2/ckpt_snapshots/step000000300432,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed2_ckpt300000,DONE,,,,
adapt_apt_finger_seed5_ckpt100000,adapt,dmc_finger_turn_hard,frozen_readout,5,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed5/ckpt_snapshots/step000000100320,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_finger_seed5_ckpt100000,DONE,,,,
adapt_apt_finger_seed2_ckpt100000,adapt,dmc_finger_turn_hard,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed2/ckpt_snapshots/step000000100672,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_finger_seed2_ckpt100000,DONE,,,,
adapt_apt_finger_seed4_ckpt100000,adapt,dmc_finger_turn_hard,frozen_readout,4,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed4/ckpt_snapshots/step000000101024,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_finger_seed4_ckpt100000,DONE,,,,
pretrain_random_finger_seed2,pretrain,dmc_finger_turn_hard,expl_random,2,5e5,retained,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_finger_seed2,DONE,,,,
adapt_apt_finger_seed1_ckpt100000,adapt,dmc_finger_turn_hard,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed1/ckpt_snapshots/step000000099072,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_finger_seed1_ckpt100000,DONE,,,,
adapt_apt_cup_seed4_ckpt300000,adapt,dmc_cup_catch,frozen_readout,4,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed4/ckpt_snapshots/step000000300016,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed4_ckpt300000,DONE,,,,
adapt_p2e_finger_seed2_ckpt100000,adapt,dmc_finger_turn_hard,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_finger_seed2/ckpt_snapshots/step000000100464,/scratch/midway3/rickybao/dreamerv3_runs/adapt_p2e_finger_seed2_ckpt100000,DONE,,,,
adapt_apt_walker_seed2_ckpt100000,adapt,dmc_walker_walk,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed2/ckpt_snapshots/step000000099632,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_walker_seed2_ckpt100000,DONE,,,,
adapt_p2e_cup_seed2_ckpt100000,adapt,dmc_cup_catch,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_cup_seed2/ckpt_snapshots/step000000100736,/scratch/midway3/rickybao/dreamerv3_runs/adapt_p2e_cup_seed2_ckpt100000,DONE,,,,
adapt_apt_cup_seed1_ckpt400000,adapt,dmc_cup_catch,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed1/ckpt_snapshots/step000000399200,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed1_ckpt400000,DONE,,,,
adapt_apt_cup_seed3_ckpt400000,adapt,dmc_cup_catch,frozen_readout,3,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed3/ckpt_snapshots/step000000399808,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed3_ckpt400000,DONE,,,,
adapt_apt_cup_seed2_ckpt400000,adapt,dmc_cup_catch,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed2/ckpt_snapshots/step000000399888,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed2_ckpt400000,DONE,,,,
adapt_p2e_walker_seed2_ckpt100000,adapt,dmc_walker_walk,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_walker_seed2/ckpt_snapshots/step000000100672,/scratch/midway3/rickybao/dreamerv3_runs/adapt_p2e_walker_seed2_ckpt100000,DONE,,,,
adapt_apt_finger_seed1_ckpt200000,adapt,dmc_finger_turn_hard,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed1/ckpt_snapshots/step000000200896,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_finger_seed1_ckpt200000,DONE,,,,
adapt_p2e_finger_seed2_ckpt200000,adapt,dmc_finger_turn_hard,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_finger_seed2/ckpt_snapshots/step000000198992,/scratch/midway3/rickybao/dreamerv3_runs/adapt_p2e_finger_seed2_ckpt200000,DONE,,,,
adapt_apt_walker_seed2_ckpt200000,adapt,dmc_walker_walk,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed2/ckpt_snapshots/step000000200544,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_walker_seed2_ckpt200000,DONE,,,,
adapt_p2e_cup_seed2_ckpt200000,adapt,dmc_cup_catch,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_cup_seed2/ckpt_snapshots/step000000199664,/scratch/midway3/rickybao/dreamerv3_runs/adapt_p2e_cup_seed2_ckpt200000,DONE,,,,
adapt_apt_cup_seed4_ckpt400000,adapt,dmc_cup_catch,frozen_readout,4,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed4/ckpt_snapshots/step000000399872,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed4_ckpt400000,DONE,,,,
adapt_apt_cup_seed1_ckpt500000,adapt,dmc_cup_catch,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed1/ckpt_snapshots/step000000498512,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed1_ckpt500000,DONE,,,,
adapt_apt_cup_seed3_ckpt500000,adapt,dmc_cup_catch,frozen_readout,3,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed3/ckpt_snapshots/step000000499216,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed3_ckpt500000,DONE,,,,
adapt_apt_cup_seed2_ckpt500000,adapt,dmc_cup_catch,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed2/ckpt_snapshots/step000000499344,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed2_ckpt500000,DONE,,,,
adapt_p2e_walker_seed2_ckpt200000,adapt,dmc_walker_walk,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_walker_seed2/ckpt_snapshots/step000000199472,/scratch/midway3/rickybao/dreamerv3_runs/adapt_p2e_walker_seed2_ckpt200000,DONE,,,,
adapt_apt_finger_seed1_ckpt300000,adapt,dmc_finger_turn_hard,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_finger_seed1/ckpt_snapshots/step000000300352,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_finger_seed1_ckpt300000,DONE,,,,
adapt_p2e_finger_seed2_ckpt300000,adapt,dmc_finger_turn_hard,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_finger_seed2/ckpt_snapshots/step000000297536,/scratch/midway3/rickybao/dreamerv3_runs/adapt_p2e_finger_seed2_ckpt300000,DONE,,,,
adapt_apt_walker_seed2_ckpt300000,adapt,dmc_walker_walk,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed2/ckpt_snapshots/step000000300672,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_walker_seed2_ckpt300000,DONE,,,,
adapt_p2e_cup_seed2_ckpt300000,adapt,dmc_cup_catch,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_cup_seed2/ckpt_snapshots/step000000298560,/scratch/midway3/rickybao/dreamerv3_runs/adapt_p2e_cup_seed2_ckpt300000,DONE,,,,
adapt_apt_cup_seed4_ckpt500000,adapt,dmc_cup_catch,frozen_readout,4,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed4/ckpt_snapshots/step000000499728,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed4_ckpt500000,DONE,,,,
adapt_apt_cup_seed5_ckpt100000,adapt,dmc_cup_catch,frozen_readout,5,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_cup_seed5/ckpt_snapshots/step000000099776,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_cup_seed5_ckpt100000,DONE,,,,
adapt_random_finger_seed1_ckpt100000,adapt,dmc_finger_turn_hard,frozen_readout,1,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_random_finger_seed1/ckpt_snapshots/step000000096208,/scratch/midway3/rickybao/dreamerv3_runs/adapt_random_finger_seed1_ckpt100000,DONE,,,,
adapt_p2e_walker_seed2_ckpt300000,adapt,dmc_walker_walk,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_walker_seed2/ckpt_snapshots/step000000298256,/scratch/midway3/rickybao/dreamerv3_runs/adapt_p2e_walker_seed2_ckpt300000,DONE,,,,
adapt_apt_walker_seed2_ckpt400000,adapt,dmc_walker_walk,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_apt_walker_seed2/ckpt_snapshots/step000000400800,/scratch/midway3/rickybao/dreamerv3_runs/adapt_apt_walker_seed2_ckpt400000,DONE,,,,
adapt_p2e_finger_seed2_ckpt400000,adapt,dmc_finger_turn_hard,frozen_readout,2,1.25e5,/scratch/midway3/rickybao/dreamerv3_runs/pretrain_p2e_finger_seed2/ckpt_snapshots/step000000401296,/scratch/midway3/rickybao/dreamerv3_runs/adapt_p2e_finger_seed2_ckpt400000,DONE,,,,
